Datum,NS - H (mnm),NS -Z (cm),NS - Proticaj (m3/s),NS - T vode   (°C),NS - pH (-),NS - Ep. (µS/cm),NS - O2 (mg/l),NS - O2 (%),NS - HPK (mg/l),NS - NH4-N (mg/l),NS - NO2-N  (mg/l)
8/6/2018,72.4,67,1660,28,8.3,369,6.6,85,3.7,0.08,0.012
8/7/2018,72.33,60,1620,28,8.3,368,6.3,81,3.6,0.09,0.015
8/8/2018,72.29,56,1640,28,8.3,374,6,78,3,0.11,0.013
8/9/2018,72.27,54,1660,28,8.4,375,6.2,80,4.5,0.12,0.012
8/10/2018,72.26,53,1680,28,8.3,376,6.3,81,3.6,0.08,0.012
8/11/2018,72.22,49,1650,28,8.325,375.75,6.275,80.75,3.825,0.09,0.012
8/12/2018,72.19,46,1650,28,8.3,375,6.7,86.25,3.825,0.0675,0.009
8/13/2018,72.19,46,1660,28,8.3,375,6.6,85,3.8,0.07,0.009
8/14/2018,72.16,43,1650,28,8.3,375,7,90,3.9,0.06,0.009
8/15/2018,72.14,41,1700,27.5,8.3,374,7.3,94,3.7,0.08,0.01
8/16/2018,72.13,40,1700,27.4,8.3,377,7.5,95,2.8,0.06,0.013
8/17/2018,72.09,36,1670,27.5,8.2,376,6.9,88,3.8,0.06,0.009
8/18/2018,72.07,34,1630,27.4,8.225,376.25,7.05,89.75,3.55,0.06,0.01
8/19/2018,72.09,36,1650,27,8.025,369.75,7.125,89.5,3.725,0.06,0.01275
8/20/2018,72.13,40,1680,26,8.1,369,7.1,89,3.7,0.06,0.013
8/21/2018,72.13,40,1660,26,7.8,372,7.2,91,3.8,0.06,0.012
8/22/2018,72.07,34,1630,26,7.8,369,7,89,3.6,0.05,0.013
8/23/2018,72,27,1600,27,7.8,370,7,89,3.4,0.06,0.012
8/24/2018,71.93,20,1550,27,8.1,372,6.8,86,3.3,0.07,0.013
8/25/2018,71.87,14,1520,27,8.025,371.5,6.85,86.75,3.325,0.0675,0.01275
8/26/2018,71.83,10,1500,27,7.8,379,6.7,81.5,3.425,0.12,0.008
8/27/2018,71.89,16,1550,25.5,7.8,377,6.8,83,3.5,0.12,0.007
8/28/2018,72.04,31,1670,25.5,7.8,385,6.4,77,3.2,0.12,0.011
8/29/2018,72.14,41,1730,25.5,7.8,375,6.4,77,4,0.09,0.012
8/30/2018,72.28,55,1850,25.5,8,372,6.9,84,3.7,0.06,0.011
8/31/2018,72.48,75,1940,25,8,372,7.8,94,3.2,0.05,0.014
9/1/2018,72.62,89,1990,24,8,372,7.575,91.5,3.325,0.0525,0.01325
9/2/2018,72.63,90,1950,24,7.975,380,7.775,93.25,3.475,0.0525,0.00925
9/3/2018,72.59,86,1920,24,8,381,7.8,94,3.4,0.05,0.01
9/4/2018,72.63,90,2000,24,7.9,377,7.7,91,3.7,0.06,0.007
9/5/2018,72.83,110,2230,24,8,373,8.2,96,4.2,0.06,0.005
9/6/2018,73.15,142,2510,23,8,364,7,83,3.7,0.06,0.006
9/7/2018,73.39,166,2700,23,8,364,7,82,4,0.05,0.011
9/8/2018,73.53,180,2770,23,8,364,7,82.25,3.925,0.0525,0.00975
9/9/2018,73.51,178,2680,23,8,354.5,7.4,85,3.575,0.04,0.00975
9/10/2018,73.36,163,2510,22,8,354,7.5,86,3.8,0.04,0.01
9/11/2018,73.19,146,2340,22,8,356,7.1,82,2.9,0.04,0.009
9/12/2018,73.04,131,2260,22,7.9,360,7.2,83,3.2,0.04,0.008
9/13/2018,72.87,114,2120,22,7.9,357,7.5,86,3.4,0.04,0.004
9/14/2018,72.7,97,2040,22,7.9,357,7.5,85,3,0.05,0.008
9/15/2018,72.55,82,1910,22,7.9,357,7.5,85.25,3.1,0.0475,0.007
9/16/2018,72.4,67,1810,22,7.925,372.5,7.525,86.25,2.875,0.04,0.00725
9/17/2018,72.31,58,1800,22,7.9,372,7.5,86,2.9,0.04,0.007
9/18/2018,72.23,50,1750,22,8,374,7.6,87,2.8,0.04,0.008
9/19/2018,72.23,50,1760,22,8.1,377,7.7,89,2.8,0.04,0.008
9/20/2018,72.24,51,1780,22,8.1,380,7.7,88,3.2,0.04,0.008
9/21/2018,72.25,52,1780,22,8,385,7.6,87,2.9,0.04,0.006
9/22/2018,72.22,49,1750,22,8.025,383.75,7.625,87.25,2.975,0.04,0.0065
9/23/2018,72.17,44,1710,21,8.075,389,7.95,89.5,3.05,0.05,0.0055
9/24/2018,72.14,41,1730,21,8.1,388,7.9,90,3.1,0.05,0.004
9/25/2018,72.13,40,1750,19,8,392,8.1,88,2.9,0.05,0.01
9/26/2018,72.13,40,1770,19,7.9,399,8.4,87,2.8,0.05,0.009
9/27/2018,72.09,36,1720,19,7.9,400,8.5,89,3.2,0.05,0.008
9/28/2018,72.08,35,1710,19,7.9,400,8.7,91,2.8,0.03,0.008
9/29/2018,72.17,44,1830,19,7.9,400,8.65,90.5,2.9,0.035,0.008
9/30/2018,72.32,59,1960,19,7.9,412.75,8.475,87.5,2.475,0.03,0.008
10/1/2018,72.38,65,1910,19,7.9,413,8.5,88,2.4,0.03,0.008
10/2/2018,72.32,59,1750,19,7.9,412,8.4,86,2.7,0.03,0.008
10/3/2018,72.2,47,1670,19,7.9,406,8.6,87,2.4,0.03,0.009
10/4/2018,72.1,37,1700,18,7.9,406,8.9,90,2.6,0.03,0.007
10/5/2018,72.04,31,1650,16.7,8,424,8.8,89,3.8,0.04,0.01
10/6/2018,72.04,31,1630,16.2,7.975,419.5,8.825,89.25,3.5,0.0375,0.00925
10/7/2018,72.04,31,1620,16,8,428,8.925,91.25,2.85,0.02,0.008
10/8/2018,72.09,36,1680,16,8,428,9,92,2.7,0.02,0.007
10/9/2018,72.15,42,1730,16,8,428,8.7,89,3.3,0.02,0.011
10/10/2018,72.16,43,1710,16,8,431,9,92,2.7,0.03,0.012
10/11/2018,72.1,37,1630,16,8,432,8.8,91,2.5,0.02,0.01
10/12/2018,72.04,31,1540,16,8,430,8.9,91,3,0.02,0.011
10/13/2018,72,27,1600,15,8,430.5,8.875,91,2.875,0.02,0.01075
10/14/2018,71.99,26,1610,15,8,426.5,9,91,2.6,0.02,0.008
10/15/2018,71.99,26,1610,15,8,425,9,91,2.5,0.02,0.008
10/16/2018,71.94,21,1560,15,8,431,9,91,2.9,0.02,0.008
10/17/2018,71.86,13,1530,15,8,435,9,91,3.2,0.04,0.007
10/18/2018,71.79,6,1520,15,8.1,442,8.9,90,2.9,0.03,0.006
10/19/2018,71.7,-3,1480,15,8.1,445,8.9,90,2.7,0.03,0.008
10/20/2018,71.64,-9,1460,15,8.1,444.25,8.9,90,2.75,0.03,0.0075
10/21/2018,71.61,-12,1440,15,8.075,449.5,9,90,2.9,0.05,0.008
10/22/2018,71.64,-9,1470,15,8.1,448,9,90,2.9,0.05,0.008
10/23/2018,71.67,-6,1490,15,8,454,9,90,2.9,0.05,0.008
10/24/2018,71.65,-8,1470,15,8.1,454,9.3,92,2.5,0.04,0.007
10/25/2018,71.6,-13,1430,14,8.1,453,9.4,90,2.5,0.05,0.006
10/26/2018,71.6,-13,1420,14,8.1,459,9.5,91,2.4,0.05,0.005
10/27/2018,71.61,-12,1430,14,8.1,457.5,9.475,90.75,2.425,0.05,0.00525
10/28/2018,71.62,-11,1440,14,8.1,465.25,9.225,91.25,2.825,0.0475,0.0085
10/29/2018,71.78,5,1540,14,8.1,465,9.2,91,2.8,0.05,0.008
10/30/2018,72.23,50,1890,14,8.1,466,9.3,92,2.9,0.04,0.01
10/31/2018,72.62,89,2050,14,8.1,465,9.4,91,2.9,0.06,0.009
11/1/2018,72.86,113,2200,14,8.1,444,9.3,90,3.1,0.09,0.009
11/2/2018,73.08,135,2360,14,8.1,430,9.3,91,2.6,0.03,0.009
11/3/2018,73.35,162,2580,14,8.1,433.5,9.3,90.75,2.725,0.045,0.009
11/4/2018,73.63,190,2790,14,8.075,392.75,9,85.75,3.55,0.085,0.009
11/5/2018,73.74,201,2670,14,8.1,399,9,86,3.5,0.09,0.009
11/6/2018,73.66,193,2620,14,8,374,9,85,3.7,0.07,0.009
11/7/2018,73.47,174,2550,14,8,379,9.1,85,3.8,0.1,0.009
11/8/2018,73.22,149,2340,14,8,372,9.3,87,4.8,0.04,0.009
11/9/2018,73,127,2200,14,8,373,9.9,92,4.1,0.06,0.008
11/10/2018,72.84,111,2100,12.7,8,372.75,9.75,90.75,4.275,0.055,0.00825
11/11/2018,72.75,102,2040,12,8.1,374.75,9.925,92,3.875,0.06,0.00825
11/12/2018,72.66,93,1990,12,8.1,373,9.9,92,4.1,0.06,0.008
11/13/2018,72.6,87,1950,11,8.1,380,10,92,3.2,0.06,0.009
11/14/2018,72.49,76,1850,11,8.1,386,10,92,2.5,0.06,0.006
11/15/2018,72.38,65,1790,11,8.1,381,10.2,93,3.4,0.06,0.006
11/16/2018,72.28,55,1700,10,8.1,390,10.6,96,3.2,0.06,0.008
11/17/2018,72.22,49,1650,10,8.1,387.75,10.5,95.25,3.25,0.06,0.0075
11/18/2018,72.19,46,1610,9,8.075,403,10.35,90,3.025,0.0525,0.007
11/19/2018,72.14,41,1560,9,8.1,403,10.3,90,3,0.05,0.006
11/20/2018,72.13,40,1550,9,8,403,10.5,90,3.1,0.06,0.01
11/21/2018,72.13,40,1540,9,8,413,10.6,91,3,0.06,0.01
11/22/2018,72.06,33,1490,9,7.9,398,10.9,93,2.8,0.06,0.007
11/23/2018,72,27,1500,9,8,417,10.8,91,2.6,0.07,0.009
11/24/2018,71.99,26,1570,9,7.975,412.25,10.825,91.5,2.65,0.0675,0.0085
11/25/2018,72.04,31,1570,9,8,427.75,10.85,91.5,3.525,0.0725,0.0115
11/26/2018,72.12,39,1610,9,8,426,10.8,91,3.8,0.07,0.011
11/27/2018,72.14,41,1580,9,8,433,11,93,2.7,0.08,0.013
11/28/2018,72.16,43,1590,7.5,8,436,10.9,90,2.8,0.07,0.011
11/29/2018,72.18,45,1590,7.5,8,437,11.1,92,3,0.05,0.008
11/30/2018,72.21,48,1600,6,8,432,11.5,91,2.9,0.06,0.013
12/1/2018,72.26,53,1640,6,8,433.25,11.4,91.25,2.925,0.0575,0.01175
12/2/2018,72.35,62,1700,6,8,453.25,11.525,90.25,3.35,0.1025,0.01825
12/3/2018,72.41,68,1710,6,8,451,11.5,90,3.5,0.11,0.019
12/4/2018,72.37,64,1630,5.3,8,460,11.6,91,2.9,0.08,0.016
12/5/2018,72.25,52,1510,5,8,465,12.2,96,2.8,0.09,0.014
12/6/2018,72.14,41,1480,5,8.1,467,12.1,94,2.6,0.07,0.013
12/7/2018,72.09,36,1500,5,8,471,12.2,94,3.2,0.07,0.014
12/8/2018,72.17,44,1670,5,8.025,470,12.175,94,3.05,0.07,0.01375
12/9/2018,72.38,65,1890,4.8,8.075,489.25,12.6,97.25,3.425,0.095,0.0135
12/10/2018,72.59,86,2080,4.8,8.1,490,12.7,98,3.6,0.1,0.013
12/11/2018,72.72,99,2090,4,8,487,12.3,95,2.9,0.08,0.015
12/12/2018,72.74,101,2060,4,8,476,12.2,93,2.8,0.08,0.016
12/13/2018,72.73,100,2000,4,8,479,12.7,97,2.6,0.08,0.017
12/14/2018,72.76,103,2020,4,8,480,12.2,93,3,0.08,0.018
12/15/2018,72.88,115,2160,4,8,480,12.2,93,3,0.08,0.018
12/16/2018,72.96,123,2200,4,8,480,12.2,93,3,0.08,0.018
12/17/2018,73,127,2250,3.7,8,480,12.2,93,3,0.08,0.018
12/18/2018,72.96,123,2200,2.7,8,476,12.6,94,3.6,0.09,0.015
12/19/2018,72.86,113,2100,2.5,8,476,12.6,94,3.6,0.09,0.015
12/20/2018,72.76,103,2030,2.5,8,476,12.6,94,3.6,0.09,0.015
12/21/2018,72.65,92,1950,2.5,8,476,12.6,94,3.6,0.09,0.015
12/22/2018,72.52,79,1840,2.5,8,476,12.6,94,3.6,0.09,0.015
12/23/2018,72.41,68,1790,2.5,8.1,481.25,12.45,94.25,3.35,0.09,0.01725
12/24/2018,72.32,59,1740,2.5,8.1,482,12.5,95,3.3,0.09,0.017
12/25/2018,72.27,54,1710,2.5,8.1,479,12.3,92,3.5,0.09,0.018
12/26/2018,72.33,60,1760,2.5,8,470,12.5,93,3.3,0.1,0.018
12/27/2018,72.78,105,2170,2.5,8,484,12.7,96,3,0.1,0.018
12/28/2018,73.6,187,2820,2.5,8,492,12.5,94,3.2,0.12,0.022
12/29/2018,74.25,252,3340,2.5,8,490,12.55,94.5,3.15,0.115,0.021
12/30/2018,74.57,284,3630,3,8,459,12.3,94,3.2,0.11,0.012
12/31/2018,74.62,289,3640,3,8,459,12.3,94,3.2,0.11,0.012
1/1/2019,74.47,274,3460,3,8,459,12.3,94,3.2,0.11,0.012
1/2/2019,74.22,249,3210,3,8,440,12.3,94,3.2,0.11,0.012
1/3/2019,73.92,219,2920,2.8,8,421,12.5,96,4.4,0.14,0.019
1/4/2019,73.68,195,2710,2.8,8,424,12.5,94,4.3,0.12,0.013
1/5/2019,73.53,180,2630,2.5,8,423.25,12.5,94.5,4.325,0.125,0.0145
1/6/2019,73.45,172,2590,2.5,8.025,425,12.525,93.25,4.225,0.1125,0.01375
1/7/2019,73.4,167,2560,2.5,8,424,12.5,94,4.3,0.12,0.013
1/8/2019,73.33,160,2540,2.5,8.1,428,12.6,91,4,0.09,0.016
1/9/2019,73.25,152,2460,2.5,8.1,453,12.1,86,3.8,0.1,0.02
1/10/2019,73.16,143,2430,2.4,8.1,452,12.2,87,4.2,0.1,0.013
1/11/2019,73.11,138,2430,2.4,8.1,452,12.3,87,4.2,0.1,0.023
1/12/2019,73.2,147,2510,2.4,8.1,452,12.275,87,4.2,0.1,0.0205
1/13/2019,73.39,166,2650,2.4,8.1,432.75,12.8,93,4.075,0.1125,0.02925
1/14/2019,73.56,183,2790,2.4,8.1,424,12.8,93,4.1,0.11,0.03
1/15/2019,73.62,189,2820,2.4,8.1,459,12.8,93,4,0.12,0.027
1/16/2019,73.59,186,2690,2.4,8,460,12.9,94,3.8,0.11,0.026
1/17/2019,73.58,185,2680,2.4,8,463,13,95,3.8,0.12,0.029
1/18/2019,73.73,200,2860,2.4,8,464,12.4,93,3.5,0.12,0.029
1/19/2019,73.98,225,3190,2.4,8,463.75,12.55,93.5,3.575,0.12,0.029
1/20/2019,74.19,246,3410,2.5,8,486.5,12.575,93.5,4.075,0.1275,0.0295
1/21/2019,74.28,255,3440,2.5,8,485,12.5,93,4,0.13,0.03
1/22/2019,74.25,252,3360,2.5,8,491,12.8,95,4.3,0.12,0.028
1/23/2019,74.14,241,3240,2.4,8,488,12.6,91,3.5,0.12,0.027
1/24/2019,73.99,226,3110,2.4,8,483.5,12.7,92,3.85,0.115,0.0275
1/25/2019,73.85,212,2970,2.4,8,479,12.8,93,4.2,0.11,0.028
1/26/2019,73.7,197,2790,2.4,8,480.125,12.775,92.75,4.1125,0.11125,0.027875
1/27/2019,73.58,185,2660,2.4,8.1,496.75,13.025,94.25,3.7,0.115,0.027
1/28/2019,73.5,177,2560,2.4,8.1,495,13,94,3.7,0.12,0.028
1/29/2019,73.37,164,2420,2.4,8.1,502,13.1,95,3.7,0.1,0.024
1/30/2019,73.23,150,2340,2.2,8.2,504,13.1,95,4.4,0.13,0.025
1/31/2019,73.14,141,2260,2.2,8.2,509,13.1,94,4.6,0.1,0.029
2/1/2019,73.09,136,2170,2.2,8.2,507,12.7,92,3.9,0.1,0.03
2/2/2019,73.1,137,2140,2.2,8.2,507.5,12.8,92.5,4.075,0.1,0.02975
2/3/2019,73.15,142,2150,2.3,8.2,514.5,12.575,94.75,3.725,0.1175,0.029
2/4/2019,73.2,147,2120,2.3,8.2,516,12.5,94,3.7,0.12,0.029
2/5/2019,73.27,154,2140,3,8.2,510,12.8,97,3.8,0.11,0.029
2/6/2019,73.42,169,2070,3,8.1,514,12.6,95,3.7,0.1,0.03
2/7/2019,73.71,198,2230,3,8.1,511,12.7,94,4,0.1,0.03
2/8/2019,74.01,228,2470,3,8,507,13.1,98,3.5,0.09,0.032
2/9/2019,74.13,240,2530,3,8.025,508,13,97,3.625,0.0925,0.0315
2/10/2019,74.14,241,2520,3,8.1,501.5,13,98.5,3.5,0.0825,0.03
2/11/2019,74.09,236,2480,3,8.1,504,13,99,3.4,0.08,0.03
2/12/2019,73.96,223,2380,3,8.1,494,13,97,3.8,0.09,0.03
2/13/2019,73.82,209,2310,3,8,496,13.5,100,3.4,0.1,0.029
2/14/2019,73.74,201,2270,3,8,497,13.3,98,3.4,0.09,0.029
2/15/2019,73.7,197,2280,3,8,497,13.3,98,3.4,0.09,0.029
2/16/2019,73.78,205,2440,3.6,8,496.5,13.3,98,3.4,0.09,0.029
2/17/2019,73.88,215,2590,3.5,8.05,496.25,13.2,99,3.4,0.08,0.0295
2/18/2019,73.91,218,2640,3.5,8.1,496,13.1,100,3.4,0.07,0.03
2/19/2019,73.85,212,2590,4,8,500,13.1,100,3.8,0.06,0.03
2/20/2019,73.71,198,2480,4,8,503,13,100,3.4,0.09,0.03
2/21/2019,73.58,185,2420,4,8,503,13.3,103,3.5,0.05,0.025
2/22/2019,73.48,175,2370,4.5,8,507,12.8,101,3.2,0.04,0.024
2/23/2019,73.43,170,2390,4.5,8,506,12.925,101.5,3.275,0.0425,0.02425
2/24/2019,73.47,174,2430,4,8.025,508.25,13.075,100.75,3.45,0.02,0.023
2/25/2019,73.53,180,2460,4,8,509,13,100,3.4,0.02,0.023
2/26/2019,73.67,194,2620,4,8.1,506,13.3,103,3.6,0.02,0.023
2/27/2019,73.87,214,2850,4,8.1,511,13.5,105,3.5,0.02,0.02
2/28/2019,74.04,231,2980,4,8.1,515,13.5,106,3.4,0.02,0.026
3/1/2019,74.05,232,2960,5,8.1,510,13.3,106,3.5,0.02,0.025
3/2/2019,73.98,225,2890,5,8.1,511.25,13.35,106,3.475,0.02,0.02525
3/3/2019,73.91,218,2850,5,8,481.25,12.6,104,3.55,0.0225,0.0195
3/4/2019,73.89,216,2900,5,8,482,12.5,103,3.3,0.02,0.02
3/5/2019,73.93,220,3000,5,8,479,12.9,107,4.3,0.03,0.018
3/6/2019,74.07,234,3110,5.6,8,462,13,107,3.5,0.02,0.017
3/7/2019,74.23,250,3290,5.6,8.1,441,12.6,107,3.8,0.02,0.021
3/8/2019,74.36,263,3390,5.6,8.1,445,11.8,100,3.5,0.02,0.019
3/9/2019,74.42,269,3400,5.7,8.1,444,12,101.75,3.575,0.02,0.0195
3/10/2019,74.47,274,3350,5.7,8.1,425.25,11.7,99.5,3.5,0.0325,0.016
3/11/2019,74.51,278,3400,6,8.1,429,11.7,100,3.5,0.03,0.016
3/12/2019,74.53,280,3390,6,8.1,414,11.7,98,3.5,0.04,0.016
3/13/2019,74.57,284,3410,6,8.1,411,11.4,95,3.6,0.02,0.015
3/14/2019,74.64,291,3410,6,8.2,401,11.3,95,3.8,0.03,0.016
3/15/2019,74.73,300,3410,7,8.2,402,11.4,96,4.4,0.03,0.017
3/16/2019,74.86,313,3500,7,8.2,401.75,11.375,95.75,4.25,0.03,0.01675
3/17/2019,74.94,321,3520,7,8.2,400,11.25,96.25,4.15,0.045,0.01775
3/18/2019,74.92,319,3530,7,8.2,401,11.1,95,4.2,0.05,0.018
3/19/2019,74.88,315,3510,8,8.2,397,11.7,100,4,0.03,0.017
3/20/2019,74.94,321,3700,8,8.2,396,11.5,98,3.6,0.03,0.018
3/21/2019,75.11,338,3950,8,8.2,388,11.4,97,4.4,0.03,0.018
3/22/2019,75.29,356,4190,8,8.3,374,11,93,3.7,0.05,0.02
3/23/2019,75.41,368,4300,8,8.275,377.5,11.1,94,3.875,0.045,0.0195
3/24/2019,75.49,376,4360,8,8.3,375.75,11.05,95.5,4.4,0.065,0.01975
3/25/2019,75.47,374,4260,8.3,8.3,377,11,95,4.6,0.07,0.021
3/26/2019,75.35,362,4090,8.5,8.3,372,11.2,97,3.8,0.05,0.016
3/27/2019,75.15,342,3870,8.5,8.3,364,11,95,4.3,0.05,0.014
3/28/2019,74.94,321,3690,8.5,8.3,368,11.1,97,4.1,0.04,0.017
3/29/2019,74.76,303,3540,8.6,8.2,370,11.2,97,4,0.04,0.016
3/30/2019,74.63,290,3450,8.7,8.225,369.5,11.175,97,4.025,0.04,0.01625
3/31/2019,74.52,279,3350,8.5,8.2,412,10.875,97.75,4.35,0.02,0.01275
4/1/2019,74.38,265,3190,8.7,8.2,417,10.8,97,4.5,0.02,0.013
4/2/2019,74.19,246,3020,10.5,8.2,397,11.1,100,3.9,0.02,0.012
4/3/2019,74.06,233,2940,10.5,8.2,403,11,99,3.4,0.03,0.015
4/4/2019,73.91,218,2780,10.5,8.2,400,11.1,101,4.5,0.04,0.017
4/5/2019,73.83,210,2750,10.5,8.2,395,11.1,103,4.2,0.06,0.018
4/6/2019,73.81,208,2810,10.6,8.2,396.25,11.1,102.5,4.275,0.055,0.01775
4/7/2019,73.88,215,2880,10.6,8.2,408.25,11.4,106.75,4.275,0.0325,0.0145
4/8/2019,73.96,223,2920,10.6,8.2,409,11.4,107,4.4,0.03,0.014
4/9/2019,73.99,226,2970,10.6,8.2,406,11.4,106,3.9,0.04,0.016
4/10/2019,74.03,230,2990,10.6,8.1,408,11.6,109,3.8,0.02,0.013
4/11/2019,74.06,233,2950,10.5,8.1,411,11.5,110,4,0.03,0.012
4/12/2019,74.09,236,2930,10.5,8.1,409,11.1,105,3.7,0.06,0.015
4/13/2019,74.11,238,2930,10.5,8.1,409.5,11.2,106.25,3.775,0.0525,0.01425
4/14/2019,74.21,248,3050,10.3,8,398,10.2,95.75,3.45,0.04,0.0145
4/15/2019,74.37,264,3210,10.3,8,400,10.2,96,3.4,0.04,0.014
4/16/2019,74.47,274,3180,10.3,8,392,10.2,95,3.6,0.04,0.016
4/17/2019,74.44,271,3130,10.3,8.1,390,10.5,98,3.5,0.03,0.016
4/18/2019,74.29,256,2970,10.5,8.1,390,10.8,102,3.5,0.04,0.015
4/19/2019,74.1,237,2810,10.5,8,390,11.3,106,3.4,0.03,0.014
4/20/2019,73.94,221,2750,10.5,8.025,390,11.175,105,3.425,0.0325,0.01425
4/21/2019,73.83,210,2680,10.5,8.125,386.5,11.675,113,4,0.0325,0.015
4/22/2019,73.74,201,2660,12.3,8.1,387,11.7,113,4.1,0.03,0.014
4/23/2019,73.76,203,2750,12.2,8.2,385,11.6,113,3.7,0.04,0.018
4/24/2019,73.72,199,2740,13.2,8.2,380,10.6,104,4.2,0.02,0.013
4/25/2019,73.65,192,2720,13,8.2,390,11.9,117,4.6,0.02,0.014
4/26/2019,73.62,189,2710,13,8.3,390,11.9,117,4.6,0.02,0.014
4/27/2019,73.68,195,2820,13,8.3,389,11.9,117,4.6,0.02,0.014
4/28/2019,73.77,204,2890,13,8.3,388,11.9,117,4.6,0.02,0.014
4/29/2019,73.87,214,3000,13,8.3,387,11.25,111.5,4.15,0.03,0.0135
4/30/2019,74.04,231,3200,13,8.3,386,10.6,106,3.7,0.04,0.013
5/1/2019,74.19,246,3280,13,8.3,386,10.6,106,3.7,0.04,0.013
5/2/2019,74.26,253,3230,13,8.3,381.5,10.7,107,3.75,0.035,0.013
5/3/2019,74.26,253,3080,15,8.3,377,10.8,108,3.8,0.03,0.013
5/4/2019,74.3,257,2960,15,8.3,378.125,10.775,107.75,3.7875,0.03125,0.013
5/5/2019,74.33,260,2940,15,8.325,362.75,9.65,95,4.225,0.0625,0.012
5/6/2019,74.35,262,2930,15,8.3,365,9.7,96,4.5,0.07,0.012
5/7/2019,74.33,260,2890,15,8.4,356,9.5,92,3.4,0.04,0.012
5/8/2019,74.35,262,2950,15,8.3,357,9.9,96,4.3,0.03,0.012
5/9/2019,74.44,271,3100,15,8.3,352,10.1,98,3.3,0.02,0.011
5/10/2019,74.56,283,3160,14.5,8,349,9.9,95,3.3,0.03,0.013
5/11/2019,74.63,290,3170,14.5,8.075,349.75,9.95,95.75,3.3,0.0275,0.0125
5/12/2019,74.65,292,3080,14.5,8.5,350.5,10.175,100.5,3.7,0.065,0.013
5/13/2019,74.66,293,3030,14.5,8.5,351,10.1,100,3.6,0.07,0.012
5/14/2019,74.71,298,3080,14.5,8.5,349,10.4,102,4,0.05,0.016
5/15/2019,74.77,304,3150,13.7,8.5,351,10.3,99,3.5,0.12,0.01
5/16/2019,74.92,319,3370,13.7,8.5,354,10,96,3.7,0.08,0.014
5/17/2019,75.13,340,3690,13.8,8.5,347,9.8,94,3.3,0.12,0.015
5/18/2019,75.27,354,3710,13.8,8.5,348.75,9.85,94.5,3.4,0.11,0.01475
5/19/2019,75.29,356,3790,14,8.5,358.25,9.85,96,4.075,0.0675,0.01775
5/20/2019,75.24,351,3680,13,8.5,357,9.8,95,4.2,0.07,0.018
5/21/2019,75.14,341,3520,13,8.5,362,10,99,3.7,0.06,0.017
5/22/2019,75.03,330,3340,13,8.4,359,10.7,106,3.7,0.04,0.016
5/23/2019,74.93,320,3220,15,8.4,364,10.8,108,4.4,0.09,0.015
5/24/2019,74.91,318,3310,15,8.3,365,11,111,4.6,0.05,0.017
5/25/2019,75.1,337,3730,15,8.325,364.75,10.95,110.25,4.55,0.06,0.0165
5/26/2019,75.42,369,4260,15,8.3,367,10.6,108.75,4.3,0.04,0.0165
5/27/2019,75.7,397,4310,15,8.3,367,10.9,112,4.4,0.04,0.017
5/28/2019,75.95,422,4620,15,8.3,367,9.7,99,4,0.04,0.015
5/29/2019,76.12,439,4800,15,8.2,354,8.8,90,4.2,0.07,0.011
5/30/2019,76.25,452,4980,15,8.2,336,8.5,87,3.9,0.09,0.018
5/31/2019,76.34,461,5100,15,8.2,332,8.8,90,5,0.09,0.02
6/1/2019,76.45,472,5250,14.5,8.2,333,8.725,89.25,4.725,0.09,0.0195
6/2/2019,76.55,482,5390,14.5,8.2,332.5,8.225,85.25,4.675,0.0875,0.0195
6/3/2019,76.67,494,5580,14.5,8.2,333,8.3,86,4.6,0.09,0.02
6/4/2019,76.83,510,5810,14.5,8.2,331,8,83,4.9,0.08,0.018
6/5/2019,77.01,528,6040,15,8.1,323,7.6,79,4.7,0.1,0.023
6/6/2019,77.16,543,6160,15,8.1,322,7.8,82,4.9,0.13,0.029
6/7/2019,77.24,551,6230,15,8.2,336,7.1,75,4.6,0.15,0.025
6/8/2019,77.26,553,6080,15,8.175,332.5,7.275,76.75,4.675,0.145,0.026
6/9/2019,77.23,550,5960,15,8.225,342,7.25,81,5.15,0.0875,0.018
6/10/2019,77.2,547,5810,15,8.2,342,7.1,79,5.1,0.1,0.019
6/11/2019,77.15,542,5790,16,8.3,342,7.7,87,5.3,0.05,0.015
6/12/2019,77.08,535,5770,18,8.4,342,7.1,81,3.9,0.09,0.016
6/13/2019,77.01,528,5690,18,8.4,338,7.3,84,3.5,0.06,0.013
6/14/2019,76.9,517,5650,21,8.3,330,7.1,85,3.6,0.07,0.017
6/15/2019,76.77,504,5640,21,8.325,332,7.15,84.75,3.575,0.0675,0.016
6/16/2019,76.65,492,5490,21,7.975,306.75,6.7,79.5,3.925,0.055,0.01575
6/17/2019,76.56,483,5580,21,8,309,6.7,80,3.9,0.05,0.016
6/18/2019,76.47,474,5660,21,7.9,300,6.7,78,4,0.07,0.015
6/19/2019,76.38,465,5660,21,8.1,296,6.9,81,3.6,0.02,0.015
6/20/2019,76.27,454,5570,21,8.1,299,7.1,83,3.1,0.1,0.021
6/21/2019,76.12,439,5400,21,8.1,297,6.8,80,3.3,0.11,0.02
6/22/2019,75.96,423,5140,23,8.1,297.5,6.875,80.75,3.25,0.1075,0.02025
6/23/2019,75.79,406,4890,23,7.975,293.75,6.7,78,3.775,0.1025,0.01425
6/24/2019,75.62,389,4600,23,8,294,6.7,78,3.7,0.1,0.014
6/25/2019,75.46,373,4470,23,7.9,293,6.7,78,4,0.11,0.015
