Datum,NS - H (mnm),NS -Z (cm),NS - Proticaj (m3/s),NS - T vode   (°C),NS - pH (-),NS - Ep. (µS/cm),NS - O2 (mg/l),NS - O2 (%),NS - HPK (mg/l),NS - NH4-N (mg/l),NS - NO2-N  (mg/l)
5/11/2015,74.91,318,4010,17,8.4,405,9.5,99,3.3,0.04,0.014
5/12/2015,75.03,330,4160,17.1,8.5,437,9.4,99,2.9,0.03,0.011
5/13/2015,75.06,333,4180,17.1,8.6,406,9.6,101,3.2,0.02,0.013
5/14/2015,75,327,4120,17.5,8.6,399,9.2,97,3.3,0.03,0.012
5/15/2015,74.87,314,3990,17.5,8.6,391,9.1,96,3.4,0.05,0.018
5/16/2015,74.71,298,3790,17.7,8.6,393,9.125,96.25,3.375,0.045,0.0165
5/17/2015,74.53,280,3590,17.8,8.6,372,8.7,92.25,3.75,0.04,0.0145
5/18/2015,74.48,275,3650,18,8.6,372,8.7,92,3.9,0.04,0.014
5/19/2015,74.53,280,3810,18,8.6,372,8.7,93,3.3,0.04,0.016
5/20/2015,74.56,283,3710,18.2,8.6,372,8.5,92,3.3,0.03,0.016
5/21/2015,74.52,279,3640,18.4,8.5,370,8.7,94,3.8,0.03,0.013
5/22/2015,74.44,271,3560,18.2,8.5,369,8.5,92,3.7,0.04,0.014
5/23/2015,74.43,270,3610,18.2,8.5,369.25,8.55,92.5,3.725,0.0375,0.01375
5/24/2015,74.55,282,3840,18.3,8.5,362.5,8.2,86.75,5.025,0.0475,0.0105
5/25/2015,74.92,319,4300,18,8.5,361,8.2,87,5.5,0.05,0.008
5/26/2015,75.27,354,4720,18,8.5,367,8.2,86,3.6,0.04,0.018
5/27/2015,75.57,384,5080,18.2,8.5,344,8.2,84,4.1,0.1,0.017
5/28/2015,75.8,407,5330,16,8.4,350,8.2,83,3,0.07,0.018
5/29/2015,75.99,426,5490,16,8.4,354,8.4,84,3.7,0.06,0.023
5/30/2015,76.14,441,5570,16,8.4,353,8.35,83.75,3.525,0.0625,0.02175
5/31/2015,76.26,453,5610,16,8.3,357,8.4,86.5,4.625,0.055,0.0265
6/1/2015,76.33,460,5600,16,8.3,354,8.4,86,4.5,0.04,0.026
6/2/2015,76.33,460,5510,16.3,8.3,366,8.4,88,5,0.1,0.028
6/3/2015,76.23,450,5320,16.5,8.3,369,8.5,89,4,0.04,0.026
6/4/2015,76.04,431,5110,16.8,8.2,372,8.6,91,4.6,0.04,0.021
6/5/2015,75.77,404,4810,17.3,8.2,371,8.6,93,4.2,0.04,0.024
6/6/2015,75.47,374,4520,19.3,8.2,371.25,8.6,92.5,4.3,0.04,0.02325
6/7/2015,75.19,346,4300,20.2,8.2,382.75,8.1,91.25,3.725,0.0475,0.01825
6/8/2015,74.94,321,4120,20.9,8.2,382,8.1,91,3.6,0.05,0.019
6/9/2015,74.72,299,4000,21.4,8.2,385,8.1,92,4.1,0.04,0.016
6/10/2015,74.59,286,3910,21.9,8.2,384,8.2,95,4,0.05,0.013
6/11/2015,74.55,282,3890,22.1,8.2,385,8.4,97,4,0.05,0.016
6/12/2015,74.55,282,3930,22.2,8.1,386,8.2,96,3.5,0.05,0.012
6/13/2015,74.57,284,3980,23,8.125,385.75,8.25,96.25,3.625,0.05,0.013
6/14/2015,74.61,288,4040,23,7.925,377.75,8.025,95.25,3.575,0.05,0.012
6/15/2015,74.61,288,4040,23.6,7.9,377,8.1,96,3.5,0.05,0.012
6/16/2015,74.52,279,3940,23.6,8,380,7.8,93,3.8,0.05,0.012
6/17/2015,74.35,262,3690,23,8.1,372,7.8,93,3.6,0.05,0.012
6/18/2015,74.19,246,3470,23,7.9,367,7.9,92,2.9,0.06,0.011
6/19/2015,74.12,239,3380,23.7,8,354,7.7,90,3,0.04,0.01
6/20/2015,74.12,239,3370,24.4,7.975,357.25,7.75,90.5,2.975,0.045,0.01025
6/21/2015,74.12,239,3380,23.8,8.025,349.5,7.575,86.5,3.25,0.0475,0.01325
6/22/2015,74.12,239,3390,22.1,8,350,7.5,86,3.3,0.05,0.013
6/23/2015,74.07,234,3320,21.8,8.1,348,7.8,88,3.1,0.04,0.014
6/24/2015,74.01,228,3230,20.7,8.1,349,8.4,94,3.3,0.04,0.012
6/25/2015,74.03,230,3250,19.8,8,352,8.3,90,2.4,0.02,0.016
6/26/2015,74.11,238,3360,19.8,8.1,357,8.4,92,3,0.03,0.012
6/27/2015,74.24,251,3520,19,8.075,355.75,8.375,91.5,2.85,0.0275,0.013
6/28/2015,74.37,264,3670,19.3,8.1,352.5,8.65,94.75,2.7,0.04,0.012
6/29/2015,74.41,268,3710,19.3,8.1,351,8.6,94,2.7,0.04,0.011
6/30/2015,74.34,261,3590,19.7,8.1,357,8.8,97,2.7,0.04,0.015
7/1/2015,74.18,245,3350,19,8.1,356,8.5,94,2.9,0.03,0.011
7/2/2015,74,227,3140,20,8.3,356,8.9,100,2.7,0.04,0.013
7/3/2015,73.85,212,3010,20,8.2,360,9,102,3,0.04,0.014
7/4/2015,73.74,201,2910,21.2,8.225,359,8.975,101.5,2.925,0.04,0.01375
7/5/2015,73.64,191,2850,21.2,8.2,370.75,9.55,113,3.7,0.0475,0.01425
7/6/2015,73.51,178,2740,22.7,8.2,370,9.5,112,3.6,0.05,0.013
7/7/2015,73.37,164,2710,23,8.2,373,9.7,116,4,0.04,0.018
7/8/2015,73.27,154,2650,23,8.2,381,9.3,113,3,0.05,0.018
7/9/2015,73.21,148,2630,24.5,8.1,378,9.1,110,3.6,0.05,0.014
7/10/2015,73.16,143,2590,24.2,8.1,376,8.5,103,3.3,0.1,0.016
7/11/2015,73.11,138,2530,24.2,8.1,376.5,8.65,104.75,3.375,0.0875,0.0155
7/12/2015,73.07,134,2500,24.3,8.1,366.25,8.25,100,3.075,0.0825,0.01275
7/13/2015,73.13,140,2570,24.3,8.1,367,8.4,102,3,0.09,0.013
7/14/2015,73.12,139,2590,24.4,8.1,364,7.8,94,3.3,0.06,0.012
7/15/2015,73.03,130,2510,24.3,8.1,364,7.5,91,2.9,0.06,0.015
7/16/2015,72.89,116,2440,24.3,8.1,364,7.4,90,3.4,0.04,0.013
7/17/2015,72.76,103,2320,24.4,8.1,366,7.6,93,3.4,0.05,0.013
7/18/2015,72.65,92,2200,25,8.1,365.5,7.55,92.25,3.4,0.0475,0.013
7/19/2015,72.62,89,2240,25,8.125,379,7.95,99.75,3.325,0.0925,0.01425
7/20/2015,72.62,89,2250,25,8.1,380,8,100,3.3,0.1,0.015
7/21/2015,72.6,87,2250,27.1,8.2,376,7.8,99,3.4,0.07,0.012
7/22/2015,72.56,83,2240,27.2,8.3,373,8,101,3.9,0.06,0.013
7/23/2015,72.52,79,2200,27.4,8.4,367,8.5,110,3.3,0.07,0.012
7/24/2015,72.5,77,2210,28,8.4,364,8.6,110,3.3,0.08,0.012
7/25/2015,72.5,77,2210,28,8.4,364.75,8.575,110,3.3,0.0775,0.012
7/26/2015,72.48,75,2190,28.2,8.425,360.75,8.13,102.5,3.475,0.0775,0.01225
7/27/2015,72.48,75,2190,27.6,8.4,360,8,101,3.3,0.08,0.012
7/28/2015,72.48,75,2180,27,8.5,363,8.52,107,4,0.07,0.013
7/29/2015,72.52,79,2210,26.4,8.4,364,8.9,111,3.4,0.05,0.012
7/30/2015,72.56,83,2260,26,8.5,366,8,100,3,0.07,0.012
7/31/2015,72.55,82,2260,26,8.4,366,7.7,94,3,0.06,0.012
8/1/2015,72.6,87,2290,24.2,8.425,366,7.775,95.5,3,0.0625,0.012
8/2/2015,72.69,96,2330,24,8.3,364.5,7.825,94.25,2.9,0.0575,0.01075
8/3/2015,72.74,101,2330,24.8,8.3,366,7.8,94,2.9,0.06,0.011
8/4/2015,72.79,106,2360,24.5,8.3,360,7.9,95,2.9,0.05,0.01
8/5/2015,72.84,111,2430,24.5,8.2,352,8.5,103,3.7,0.04,0.01
8/6/2015,72.84,111,2430,24.7,8.3,355,9.2,112,3.9,0.04,0.01
8/7/2015,72.82,109,2410,24.7,8.3,351,9.5,116,3.6,0.03,0.013
8/8/2015,72.84,111,2420,25,8.3,352,9.425,115,3.675,0.0325,0.01225
8/9/2015,72.82,109,2420,25.5,8.325,347.75,8.95,111.5,3.8,0.04,0.014
8/10/2015,72.77,104,2390,25.7,8.3,348,8.9,111,3.9,0.04,0.014
8/11/2015,72.69,96,2330,26.2,8.4,347,9.1,113,3.5,0.04,0.014
8/12/2015,72.58,85,2260,26.3,8.4,345,9.3,116,4.3,0.05,0.014
8/13/2015,72.48,75,2200,26.2,8.3,350,9.1,114,4.2,0.03,0.014
8/14/2015,72.41,68,2170,26.2,8.4,352,9.5,120,4.2,0.05,0.015
8/15/2015,72.36,63,2150,26.2,8.375,351.5,9.4,118.5,4.2,0.045,0.01475
8/16/2015,72.3,57,2110,26.3,8.425,359,8.575,106.75,3.55,0.065,0.014
8/17/2015,72.3,57,2100,26.4,8.4,357,8.8,110,3.6,0.06,0.014
8/18/2015,72.28,55,2080,26,8.5,365,7.9,97,3.4,0.08,0.014
8/19/2015,72.26,53,2090,26,8.3,359,8.2,100,3.4,0.05,0.013
8/20/2015,72.31,58,2140,26,8.25,358,8.8,108,3.1,0.06,0.013
8/21/2015,72.41,68,2160,25,8.2,341,8,96,3.9,0.12,0.021
8/22/2015,72.56,83,2240,24.6,8.2125,345.25,8.2,99,3.7,0.105,0.019
8/23/2015,72.76,103,2370,23.3,8.325,354,7.325,84.25,3.2,0.055,0.01225
8/24/2015,72.9,117,2470,23,8.3,354,7.3,84,3.3,0.06,0.012
8/25/2015,72.93,120,2480,22.5,8.4,354,7.4,85,2.9,0.04,0.013
8/26/2015,72.88,115,2400,22.5,8.4,354,7.5,87,3,0.04,0.012
8/27/2015,72.77,104,2320,23,8.4,362,7.6,89,2.7,0.03,0.012
8/28/2015,72.6,87,2210,23,8.4,365,8.1,95,2.4,0.04,0.008
8/29/2015,72.43,70,2100,23,8.4,364.25,7.975,93.5,2.475,0.0375,0.009
8/30/2015,72.3,57,2040,23,8.425,380.25,8.55,103,2.95,0.0525,0.01225
8/31/2015,72.25,52,2020,23,8.4,378,8.6,103,3,0.05,0.012
9/1/2015,72.24,51,2050,25,8.5,387,8.4,103,2.8,0.06,0.013
9/2/2015,72.21,48,2030,25,8.5,388,8.5,104,3.1,0.06,0.013
9/3/2015,72.16,43,2040,25,8.4,387,8.4,104,3,0.06,0.014
9/4/2015,72.12,39,2050,25,8.4,389,8.4,103,3.3,0.06,0.01
9/5/2015,72.08,35,2010,25,8.4,388.5,8.4,103.25,3.225,0.06,0.011
9/6/2015,72.04,31,1980,24.7,8.325,396.75,7.575,88.5,2.725,0.055,0.01075
9/7/2015,72.07,34,1960,24.3,8.3,396,7.5,88,2.6,0.06,0.011
9/8/2015,72.21,48,2040,23,8.4,399,7.8,90,3.1,0.04,0.01
9/9/2015,72.43,70,2200,22.4,8.3,380,8.1,92,3,0.06,0.01
9/10/2015,72.67,94,2360,21,8.2,391,8.2,93,3.4,0.05,0.01
9/11/2015,72.81,108,2440,21,8.1,384,7.8,86,3.1,0.09,0.01
9/12/2015,72.8,107,2410,19.5,8.125,385.75,7.9,87.75,3.175,0.08,0.01
9/13/2015,72.75,102,2350,19.5,8.075,384,8.35,91.75,2.75,0.0325,0.0075
9/14/2015,72.7,97,2320,19,8.1,384,8.2,90,2.9,0.03,0.008
9/15/2015,72.64,91,2300,19.5,8,384,8.8,97,2.3,0.04,0.006
9/16/2015,72.52,79,2220,19.5,8.1,386,8.6,95,2.5,0.03,0.008
9/17/2015,72.4,67,2100,20,8.3,384,8.7,98,3,0.04,0.008
9/18/2015,72.31,58,2100,21,8.3,389,8.8,100,3.2,0.04,0.008
9/19/2015,72.28,55,2090,21,8.3,387.75,8.775,99.5,3.15,0.04,0.008
9/20/2015,72.28,55,2100,20,8.3,390.5,8.25,92.5,2.625,0.0625,0.00975
9/21/2015,72.27,54,2080,20,8.3,387,8.2,92,2.6,0.07,0.01
9/22/2015,72.28,55,2090,20,8.3,401,8.4,94,2.7,0.04,0.009
9/23/2015,72.26,53,2050,20.5,8.3,398,8.3,93,2.8,0.04,0.009
9/24/2015,72.18,45,2030,20.5,8.2,396,8.8,98,3.8,0.02,0.006
9/25/2015,72.11,38,1990,20,8.2,397,9.1,101,2.7,0.07,0.009
9/26/2015,72.08,35,1960,20,8.2,396.75,9.025,100.25,2.975,0.0575,0.00825
9/27/2015,72.14,41,2000,20.5,8.2,398.75,8.15,86.25,2.775,0.0525,0.00925
9/28/2015,72.27,54,2060,18,8.2,399,8.1,86,2.8,0.05,0.009
9/29/2015,72.49,76,2190,18,8.2,398,8.3,87,2.7,0.06,0.01
9/30/2015,72.62,89,2270,17.5,8.1,401,8.7,88,2.5,0.05,0.009
10/1/2015,72.64,91,2270,16.3,8.1,399,8.5,87,2.7,0.06,0.011
10/2/2015,72.59,86,2200,16,8.1,401,8.4,84,2.5,0.06,0.012
10/3/2015,72.5,77,2140,16,8.1,400.5,8.425,84.75,2.55,0.06,0.01175
10/4/2015,72.41,68,2070,16,8.075,403,9.4,96,2.725,0.0225,0.0075
10/5/2015,72.35,62,2040,16.2,8.1,402,9.4,96,2.7,0.03,0.007
10/6/2015,72.3,57,2010,16.2,8,406,9.4,96,2.8,0,0.009
10/7/2015,72.2,47,1980,16,8,418,9.5,97,2.6,0.03,0.009
10/8/2015,72.18,45,1930,16,8.3,430,9.7,99,2.7,0.02,0.007
10/9/2015,72.14,41,1990,16,8.3,422,9.4,95,2.3,0.04,0.014
10/10/2015,72.09,36,1990,16,8.3,424,9.475,96,2.4,0.035,0.01225
10/11/2015,72.21,48,2030,16,8.3,423.75,8.9,87.75,2.275,0.0425,0.0075
10/12/2015,72.46,73,2170,16,8.3,423,8.9,88,2.1,0.04,0.007
10/13/2015,72.78,105,2410,14,8.3,426,8.9,87,2.8,0.05,0.009
10/14/2015,73.11,138,2550,14,8.3,420,9,88,2.9,0.05,0.014
10/15/2015,73.34,161,2660,13.8,8.3,419,9.2,89,2.5,0.03,0.009
10/16/2015,73.44,171,2700,13.8,8.3,399,9.3,90,2.8,0.05,0.013
10/17/2015,73.4,167,2640,13.2,8.3,404,9.275,89.75,2.725,0.045,0.012
10/18/2015,73.4,167,2580,13,8.2,383.25,9.025,86,3.125,0.0775,0.01775
10/19/2015,73.56,183,2680,13,8.2,388,9,86,2.9,0.07,0.018
10/20/2015,73.77,204,2830,12.5,8.2,369,9.1,86,3.8,0.1,0.017
10/21/2015,73.95,222,3020,12.5,8.2,377,9.2,86,5.3,0.12,0.016
10/22/2015,74.04,231,3080,12,8.3,384,9.2,85,3.3,0.07,0.017
10/23/2015,74.03,230,3050,11.5,8.3,375,9.8,89,3.4,0.05,0.018
10/24/2015,74.04,231,3000,11.5,8.3,377.25,9.65,88,3.375,0.055,0.01775
10/25/2015,74.03,230,3000,11,8.3,384,9.475,85.75,3.225,0.0525,0.01875
10/26/2015,74.01,228,2950,11,8.3,380,9.4,85,3.3,0.06,0.019
10/27/2015,73.92,219,2960,11,8.3,396,9.7,88,3,0.03,0.018
10/28/2015,73.77,204,2780,11,8.3,400,9.7,87,2.9,0.04,0.014
10/29/2015,73.59,186,2620,11,8.3,396,9.9,89,3.1,0.07,0.015
10/30/2015,73.4,167,2500,11,8.3,399,10,90,3.1,0.03,0.015
10/31/2015,73.21,148,2400,11,8.3,398.25,9.975,89.75,3.1,0.04,0.015
11/1/2015,73.12,139,2370,11,8.2,435.5,10.225,90.75,2.55,0.0475,0.01075
11/2/2015,73.04,131,2310,10.5,8.2,437,10.1,90,2.5,0.03,0.011
11/3/2015,72.94,121,2310,10.5,8.2,431,10.6,93,2.7,0.1,0.01
11/4/2015,72.86,113,2260,10,8.2,444,10.5,92,3.4,0.09,0.008
11/5/2015,72.82,109,2230,10,8.2,447,10.2,90,2.7,0.03,0.01
11/6/2015,72.73,100,2180,10,8.1,447,10.1,89,2.5,0.02,0.007
11/7/2015,72.63,90,2110,9.5,8.125,447,10.125,89.25,2.55,0.0225,0.00775
11/8/2015,72.53,80,2090,9.5,8.1,446,10.35,90.75,2.825,0.035,0.008
11/9/2015,72.46,73,2040,9.5,8.1,441,10.3,90,2.9,0.04,0.008
11/10/2015,72.41,68,2020,9.5,8.1,461,10.5,93,2.6,0.02,0.008
11/11/2015,72.35,62,2010,10,8.1,461,10.5,93,2.6,0.02,0.008
11/12/2015,72.3,57,2010,10,8.1,453,10.5,94,2.2,0.03,0.008
11/13/2015,72.24,51,1960,10,8.2,474,10.6,95,2.5,0.03,0.009
11/14/2015,72.19,46,1920,10.2,8.175,468.75,10.575,94.75,2.425,0.03,0.00875
11/15/2015,72.16,43,1930,10.2,8.2,479.25,10.2,92,2.725,0.06,0.00825
11/16/2015,72.14,41,1920,10.2,8.2,480,10.2,92,2.7,0.05,0.008
11/17/2015,72.16,43,1950,10.2,8.2,477,10.2,92,2.8,0.09,0.009
11/18/2015,72.15,42,1940,10.5,8.3,482,10.1,91,2.7,0.09,0.006
11/19/2015,72.13,40,1920,10.5,8.3,468,10.2,92,2.8,0.04,0.006
11/20/2015,72.14,41,1930,10.2,8.3,473,10.3,92,2.5,0.03,0.01
11/21/2015,72.2,47,1960,10.2,8.3,471.75,10.275,92,2.575,0.0325,0.009
11/22/2015,72.28,55,2000,10,8.225,469.5,10.175,88.5,2.925,0.0325,0.0075
11/23/2015,72.28,55,1970,10,8.2,468,10.1,88,2.9,0.03,0.007
11/24/2015,72.31,58,1950,9,8.3,474,10.4,90,3,0.04,0.009
11/25/2015,72.51,78,1930,9,8.2,483,10.7,92,2.6,0.05,0.009
11/26/2015,72.95,122,2160,8.7,8.2,470,10.3,88,2.5,0.05,0.012
11/27/2015,73.3,157,2270,8.5,8.3,467,10.6,90,2.9,0.04,0.011
11/28/2015,73.47,174,2360,7.8,8.275,467.75,10.525,89.5,2.8,0.0425,0.01125
11/29/2015,73.35,162,2250,7.5,8.3,472.5,10.95,90.25,2.8,0.0375,0.00775
11/30/2015,73.23,150,2220,7,8.3,475,10.9,90,2.7,0.04,0.008
12/1/2015,73.05,132,2150,7,8.3,465,11.1,91,3.1,0.03,0.007
12/2/2015,72.88,115,2070,7,8.3,470,11.3,93,2.9,0.04,0.009
12/3/2015,72.75,102,2060,7,8.3,468,11.2,92,2.8,0.03,0.009
12/4/2015,72.73,100,2000,6.5,8.3,466,11.4,94,3.6,0.04,0.007
12/5/2015,72.93,120,2080,6.5,8.3,466.5,11.35,93.5,3.4,0.0375,0.0075
12/6/2015,73.47,174,2480,6.5,8.3,494,11.4,93.75,2.975,0.045,0.012
12/7/2015,73.93,220,2880,7,8.3,497,11.2,92,2.9,0.04,0.012
12/8/2015,74.02,229,2980,7,8.3,485,12,99,3.2,0.06,0.012
12/9/2015,73.86,213,2840,6.5,8.3,490,11.2,92,3.8,0.06,0.014
12/10/2015,73.6,187,2660,6.5,8.3,494,11.3,93,2.9,0.06,0.017
12/11/2015,73.36,163,2470,6.5,8.3,482,11.5,94,2.9,0.07,0.015
12/12/2015,73.15,142,2350,6.5,8.3,485,11.45,93.75,2.9,0.0675,0.0155
12/13/2015,72.97,124,2260,6.5,8.3,462,11.225,90,3.15,0.0775,0.0135
12/14/2015,72.82,109,2160,6,8.3,464,11.1,89,3.2,0.08,0.014
12/15/2015,72.71,98,2150,6,8.3,456,11.6,93,3,0.07,0.012
12/16/2015,72.64,91,2120,6,8.3,457,11.8,94,3.4,0.06,0.013
12/17/2015,72.6,87,2160,5.3,8.3,454,11.7,94,4.5,0.08,0.012
12/18/2015,72.53,80,2080,5.3,8.3,493,11.8,93,3.9,0.07,0.018
12/19/2015,72.45,72,2010,5.3,8.3,483.25,11.775,93.25,4.05,0.0725,0.0165
12/20/2015,72.41,68,1990,5.2,8.1,485.5,11.675,93.25,3.6,0.08,0.01175
12/21/2015,72.4,67,1980,5.3,8.1,489,11.6,93,3.6,0.08,0.011
12/22/2015,72.39,66,1960,5,8.1,475,11.9,94,3.6,0.08,0.014
12/23/2015,72.4,67,2000,5,8.1,479,12,94,3.6,0.09,0.017
12/24/2015,72.41,68,2030,5,8.2,477,12,95,3.4,0.08,0.013
12/25/2015,72.41,68,2040,5.5,8.2,473,11.9,94,3.4,0.07,0.015
12/26/2015,72.39,66,2020,5.5,8.2,474,11.925,94.25,3.4,0.0725,0.0145
12/27/2015,72.35,62,1980,5.5,8.2,488.5,11.625,93.25,3.4,0.0825,0.01625
12/28/2015,72.3,57,1990,5.5,8.2,486,11.6,93,3.3,0.08,0.016
12/29/2015,72.24,51,1960,5.3,8.2,496,11.7,94,3.7,0.09,0.017
12/30/2015,72.18,45,1940,5,8.1,496,11.7,93,3.8,0.09,0.018
12/31/2015,72.13,40,1920,5,8.2,500,12,94,3.1,0.08,0.015
1/1/2016,72.08,35,1630,3,8.1,500,12,94,3.1,0.08,0.015
1/2/2016,72.06,33,1620,3,8.125,500,12,94,3.1,0.08,0.015
1/3/2016,72.1,37,1610,3,8.175,512.5,12.5,90.75,3.35,0.09,0.019
1/4/2016,72.09,36,1640,3,8.2,517,12.5,91,3.4,0.09,0.02
1/5/2016,72,27,1560,3,8.1,499,12.5,90,3.2,0.09,0.016
1/6/2016,71.93,20,1510,3,8,518,12.4,90,2.9,0.09,0.014
1/7/2016,71.91,18,1490,3,8.1,518,12.4,90,2.9,0.09,0.014
1/8/2016,71.91,18,1500,2,8.1,522,12.8,91,3.1,0.11,0.015
1/9/2016,71.95,22,1510,2,8.1,521,12.7,90.75,3.05,0.105,0.01475
1/10/2016,72.01,28,1530,2,8.1,518,12.75,94.5,2.95,0.11,0.0145
1/11/2016,72.07,34,1580,2,8.1,521,12.7,94,2.9,0.11,0.014
1/12/2016,72.19,46,1640,3,8.1,509,12.9,96,3.1,0.11,0.016
1/13/2016,72.34,61,1670,3,8.1,526,12.7,94,2.9,0.1,0.015
1/14/2016,72.59,86,1720,3,8.1,521,12.7,94,2.6,0.09,0.016
1/15/2016,73.02,129,1840,3.5,8.1,521,12.5,95,3.5,0.16,0.019
1/16/2016,73.51,178,2060,3.2,8.1,521,12.55,94.75,3.275,0.1425,0.01825
1/17/2016,73.85,212,2280,3.1,8.1,503,12.325,90,3.45,0.09,0.02075
1/18/2016,74.05,232,2410,3.1,8.1,504,12.3,90,3.4,0.09,0.021
1/19/2016,74.12,239,2440,3,8.1,500,12.4,90,3.6,0.09,0.02
1/20/2016,74.07,234,2430,2.9,8.1,503,12.5,90,3.6,0.09,0.022
1/21/2016,73.9,217,2340,2.7,8.1,504,12.7,91,3,0.08,0.023
1/22/2016,73.68,195,2190,2.6,8.1,492,12.9,91,3.2,0.08,0.02
1/23/2016,73.47,174,2110,2.6,8.1,495,12.85,91,3.15,0.08,0.02075
1/24/2016,73.26,153,2040,2,8.1,514.75,13.3,96,3.1,0.075,0.016
1/25/2016,73.06,133,1980,1.5,8.1,515,13.3,96,3.1,0.07,0.016
1/26/2016,72.89,116,1900,1.5,8.1,514,13.3,96,3.1,0.09,0.016
1/27/2016,72.75,102,1910,2,8.1,525,13.2,95,3.3,0.08,0.018
1/28/2016,72.65,92,1840,2,8.1,549,13.2,96,3.1,0.07,0.015
1/29/2016,72.59,86,1770,3,8.1,514,13.1,97,3.5,0.07,0.019
1/30/2016,72.6,87,1790,3,8.1,522.75,13.125,96.75,3.4,0.07,0.018
1/31/2016,72.71,98,1880,3,8.1,541.75,12.575,96.75,3.375,0.1,0.0215
2/1/2016,72.89,116,2030,4,8.1,539,12.5,96,3.1,0.11,0.021
2/2/2016,73.05,132,2170,4,8.1,550,12.8,99,4.2,0.07,0.023
2/3/2016,73.2,147,2280,3,8,540,12.4,96,3.8,0.08,0.028
2/4/2016,73.41,168,2370,4,8.1,545,12.4,96,3.7,0.1,0.025
2/5/2016,73.87,214,2720,4,8.1,554,12.5,96,4.1,0.1,0.026
2/6/2016,74.44,271,3260,5,8.1,551.75,12.475,96,4,0.1,0.02575
2/7/2016,74.85,312,3680,5,8.025,509.75,12.35,95.75,4.125,0.1025,0.0215
2/8/2016,75.07,334,3850,5,8,504,12.3,95,4.3,0.11,0.023
2/9/2016,75.13,340,3840,5,8.1,527,12.5,98,3.6,0.08,0.017
2/10/2016,75.08,335,3740,6,8,476,12.2,97,3.6,0.09,0.019
2/11/2016,74.93,320,3510,5,8.1,470,12.1,95,3.8,0.09,0.013
2/12/2016,74.77,304,3370,5,8.1,461,11.9,95,4.1,0.08,0.016
2/13/2016,74.71,298,3350,4.5,8.1,463.25,11.95,95,4.025,0.0825,0.01525
2/14/2016,74.72,299,3320,5,8.1,462.875,11.9,95,4.1,0.08,0.016
2/15/2016,74.84,311,3400,5,8.1,461,11.9,95,4.1,0.08,0.016
2/16/2016,74.95,322,3450,5,8.1,468.5,11.9,95,4.1,0.08,0.016
2/17/2016,75.07,334,3490,5,7.9,476,11.4,93,4.5,0.11,0.018
2/18/2016,75.24,351,3610,5,8,435,11.6,95,4.9,0.1,0.019
2/19/2016,75.34,361,3660,5.5,8.1,440,11.4,93,4.9,0.11,0.022
2/20/2016,75.42,369,3690,5.5,8.075,438.75,11.45,93.5,4.9,0.1075,0.02125
2/21/2016,75.49,376,3730,6,8.1,443.75,11.475,93.75,4.675,0.0975,0.01775
2/22/2016,75.55,382,3760,6,8.1,443,11.5,94,4.6,0.1,0.018
2/23/2016,75.6,387,3880,6,8.1,446,11.4,93,4.9,0.09,0.017
2/24/2016,75.63,390,3860,6,8.1,444,11.3,91,4.1,0.09,0.017
2/25/2016,75.71,398,3960,6.2,8,452,11.5,93,4.9,0.07,0.019
2/26/2016,75.84,411,4140,6,8,465,11.4,93,4.9,0.11,0.017
2/27/2016,75.95,422,4240,6,8,461.75,11.425,93,4.9,0.1,0.0175
2/28/2016,76.07,434,4410,6,8.025,454.25,11.2,92,4.475,0.0775,0.02025
2/29/2016,76.17,444,4500,6,8,455,11.2,92,4.6,0.08,0.02
3/1/2016,76.17,444,4460,6.5,8.1,452,11.2,92,4.1,0.07,0.021
3/2/2016,76.11,438,4320,6.5,8,470,11.2,91,4.4,0.06,0.024
3/3/2016,76.03,430,4140,7,8,452,11.4,93,4.4,0.05,0.019
3/4/2016,75.97,424,4040,7,8,454,11.4,93,4.6,0.06,0.019
3/5/2016,75.91,418,3940,7,8,453.5,11.4,93,4.55,0.0575,0.019
3/6/2016,75.92,419,3960,7,8,447.5,10.875,89.5,4.1,0.07,0.0195
3/7/2016,75.98,425,4040,6.7,8,449,10.8,89,4,0.07,0.019
3/8/2016,76.05,432,4120,6.5,8,443,11.1,91,4.4,0.07,0.021
3/9/2016,76.1,437,4180,6.5,8,439,11,91,5,0.08,0.021
3/10/2016,76.1,437,4110,7,8,456,11.1,92,4.7,0.05,0.02
3/11/2016,76.08,435,4070,7,8,461,11.1,92,4.3,0.06,0.016
3/12/2016,76.05,432,4010,7,8,459.75,11.1,92,4.4,0.0575,0.017
3/13/2016,75.98,425,3880,7,8,464.5,10.875,90.75,3.875,0.05,0.0215
3/14/2016,75.89,416,3760,7.2,8,460,11.1,93,3.6,0.05,0.022
3/15/2016,75.77,404,3630,7.2,8,478,10.2,84,4.7,0.05,0.02
3/16/2016,75.64,391,3470,7.5,8.1,488,11.2,92,4.1,0.05,0.021
3/17/2016,75.5,377,3320,7.5,8,493,11.3,94,4.5,0.04,0.02
3/18/2016,75.36,363,3180,7.5,8.1,480,11.3,94,3.3,0.04,0.021
3/19/2016,75.22,349,3090,7.5,8.075,483.25,11.3,94,3.6,0.04,0.02075
3/20/2016,75.1,337,3010,7.5,8.1,511,11.175,94.25,3.55,0.03,0.0155
3/21/2016,74.98,325,2880,8,8.1,510,11.2,94,3.5,0.03,0.015
3/22/2016,74.85,312,2900,8,8.1,514,11.1,95,3.7,0.03,0.017
